일자,기온(°C),습도(%rh),체감온도(°C)
2006-03-20,2,11.9,-1.4
2006-03-21,2.9,6.1,1.3
2006-03-22,6,22.3,2.1
2006-03-23,3.4,14.8,-0.2
2006-03-24,1.4,8.6,-1.3
2006-03-25,4.5,10.8,1.9
2006-03-26,2,9,-0.7
2006-03-27,4.9,15.8,1.5
2006-03-28,1.7,18.7,-2.9
2006-03-29,0.7,16.2,-3.8
2006-03-30,0.4,11.9,-3.3
2006-04-01,7.7,9.7,5.9
2006-04-02,5.3,22.7,1.1
2006-04-03,4.4,10.8,1.8
2006-04-05,8.4,12.2,6.3
2006-04-06,5.8,9.7,3.7
2006-04-07,8.5,16.9,5.8
2006-04-08,7,15.8,4.1
2006-04-09,8.8,15.1,6.4
2006-04-13,8,10.1,6.2
2006-04-14,6.8,9,5
2006-04-15,9.1,14.8,6.8
2006-04-16,3,21.6,-1.7
2006-04-17,5.4,14,2.4
2006-04-19,3.5,24.5,-1.4
2006-04-20,3.4,21.2,-1.1
2006-04-21,6.6,16.6,3.5
2006-04-22,8.2,8.3,6.8
2006-04-23,7.5,14,5
2006-04-24,6.1,15.5,3
2006-04-25,6.6,7.2,5.2
2006-04-26,8.3,10.1,6.6
2006-04-27,9.2,10.4,7.6
2006-04-28,7.7,5,7.1
2006-05-01,21.9,48.6,22
2006-05-02,23.6,22.7,21.2
2006-05-03,20.9,34.8,20
2006-05-04,24.5,25.2,22.3
2006-05-05,23.6,56.2,24.3
2006-05-06,18.9,84.9,21.6
2006-05-07,26.5,42.5,25.9
2006-05-08,26.5,36.9,25.4
2006-05-09,27.4,36.1,26.1
2006-05-10,20.2,74.8,22.2
2006-05-11,23.3,34.1,22.1
2006-05-12,17.7,58.9,18.7
2006-05-13,18.9,36.6,18.3
2006-05-14,21.1,32.7,20
2006-05-15,23.5,28.5,21.7
2006-05-16,24.6,23.5,22.2
2006-05-17,24.6,28.8,22.8
2006-05-18,24.8,33.3,23.5
2006-05-19,19.8,58,20.7
2006-05-20,24.6,40.9,24
2006-05-21,28.3,43.3,27.8
2006-05-22,20.9,79.7,23.3
2006-05-23,20.1,65.7,21.5
2006-05-24,23.8,47.6,23.8
2006-05-25,21.1,45.8,21.1
2006-05-26,27,29.3,25.1
2006-05-27,21.2,52.7,21.7
2006-05-28,22.2,47.9,22.3
2006-05-29,22.8,54,23.3
2006-05-30,25.4,41.5,24.8
2006-05-31,26.8,31.7,25.1
2006-06-01,28,35.4,26.7
2006-06-02,31.4,38.2,30.2
2006-06-03,29.7,27.5,27.3
2006-06-04,26.2,40.7,25.5
2006-06-05,25.9,46.1,25.7
2006-06-06,27.2,42.7,26.6
2006-06-07,26.5,37.9,25.5
2006-06-08,23.6,63.3,24.8
2006-06-09,26.2,37.6,25.2
2006-06-10,20.3,68,21.9
2006-06-11,17.6,82.3,20.1
2006-06-12,28.3,32.8,26.7
2006-06-13,28.5,44.6,28.1
2006-06-14,21.3,75.8,23.4
2006-06-15,22.8,61,23.9
2006-06-16,26.5,31.8,24.9
2006-06-17,26.4,40.1,25.6
2006-06-18,26.9,50.2,27
2006-06-19,28.6,42.9,28
2006-06-20,26.2,45.3,25.9
2006-06-21,19.7,92.9,22.9
2006-06-22,28.6,54.5,29
2006-06-23,29.3,51.2,29.5
2006-06-24,28.4,53.2,28.8
2006-06-25,29.2,44.4,28.7
2006-06-26,22.8,85.3,25.6
2006-06-27,24.3,73.7,26.3
2006-06-28,27.6,62.8,28.8
2006-06-29,29.3,59.2,30.2
2006-06-30,26.9,70.4,28.7
2006-07-01,24.7,76,26.9
2006-07-02,26.7,58.9,27.6
2006-07-03,28.5,56.2,29.1
2006-07-04,23.9,81.5,26.5
2006-07-05,24.4,63.4,25.7
2006-07-06,23.5,70.3,25.3
2006-07-07,26.8,64.1,28.1
2006-07-08,29,55.6,29.6
2006-07-09,28.8,61.5,29.9
2006-07-10,26.1,71.5,28
2006-07-11,28.7,58.4,29.5
2006-07-12,25.1,90.4,28.3
2006-07-13,27.3,81.8,30
2006-07-14,29.3,70.1,31.1
2006-07-15,27.2,77.3,29.5
2006-07-16,21.3,96.2,24.8
2006-07-17,20.4,88.3,23.4
2006-07-18,20.7,92.8,23.9
2006-07-19,24.3,72.5,26.2
2006-07-20,24.7,63.3,25.9
2006-07-21,26.7,59.2,27.6
2006-07-22,27.3,60,28.3
2006-07-23,28,54,28.4
2006-07-24,26.6,59.6,27.5
2006-07-25,28.2,57.2,28.9
2006-07-26,24.6,74.8,26.7
2006-07-27,22,89.4,25.1
2006-07-28,23.3,89,26.4
2006-07-29,27.1,79.4,29.6
2006-07-30,29.8,64.1,31.1
2006-07-31,30,64.3,31.3
2006-08-01,31.8,51.7,32
2006-08-02,32.1,53.7,32.5
2006-08-03,33.2,52.3,33.4
2006-08-04,34.6,43.4,33.8
2006-08-05,32.6,59.7,33.5
2006-08-06,32.3,55,32.8
2006-08-07,31.8,55.3,32.3
2006-08-08,34.2,49.4,34.1
2006-08-09,34.2,50.7,34.2
2006-08-10,33.2,47.1,32.9
2006-08-11,30.1,53.9,30.5
2006-08-12,32.8,46.3,32.4
2006-08-13,33.3,48.9,33.2
2006-08-14,33.4,54.1,33.8
2006-08-15,32.3,61,33.3
2006-08-16,31.6,66.1,33.1
2006-08-17,30.8,55.8,31.4
2006-08-18,30.8,40.3,29.9
2006-08-19,29.5,41.1,28.7
2006-08-20,26.5,60.1,27.5
2006-08-21,30.4,53.7,30.8
2006-08-22,31.6,57.8,32.4
2006-08-23,30.6,55.4,31.2
2006-08-24,30.6,53.7,31
2006-08-25,29,67.8,30.6
2006-08-26,31.3,57.1,32
2006-08-27,25.4,83.9,28.2
2006-08-28,29.6,51.7,29.8
2006-08-29,25.8,74.1,27.9
2006-08-30,29.4,51,29.6
2006-08-31,29.4,48.4,29.3
2006-09-01,28.8,37.9,27.7
2006-09-02,30.4,41.8,29.6
2006-09-03,30.3,41.9,29.5
2006-09-04,25,66.7,26.5
2006-09-05,26.3,44.3,25.9
2006-09-06,25.1,44.3,24.8
2006-09-07,28,32.2,26.3
2006-09-08,25.3,53.2,25.7
2006-09-09,22,72.6,23.9
2006-09-10,19.9,32.7,18.9
2006-09-11,21.3,47.5,21.4
2006-09-12,25.2,40.1,24.5
2006-09-13,27.2,28.2,25.1
2006-09-14,26.9,26.8,24.7
2006-09-15,24.4,49.1,24.5
2006-09-16,24.8,51.9,25.1
2006-09-17,22.9,40.2,22.3
2006-09-18,19.9,58.7,20.9
2006-09-19,26,56.5,26.7
2006-09-20,26.1,49.7,26.2
2006-09-21,28.5,35.2,27.1
2006-09-22,27.6,44.7,27.2
2006-09-23,26.5,25.1,24.1
2006-09-24,26.9,28.8,24.9
2006-09-25,26.3,25.7,24
2006-09-26,27.1,25.2,24.7
2006-09-27,27.1,33.9,25.7
2006-09-28,23.1,62.8,24.3
2006-09-29,25.6,30.6,23.9
2006-09-30,24.9,41.7,24.3
2006-10-24,9.6,10.8,8
2006-10-25,9.4,9.4,8
2006-10-28,9.6,7.2,8.7
2006-10-30,7.9,5.4,7.2
2006-11-03,10,9,8.8
2006-11-05,8.9,13.7,6.7
2006-11-06,0.4,17.6,-4.4
2006-11-07,-1.3,17.6,-6.5
2006-11-08,5.5,8.3,3.6
2006-11-09,8.7,10.1,7.1
2006-11-10,5.4,11.2,2.9
2006-11-11,2.1,18,-2.3
2006-11-12,0.6,4.7,-0.8
2006-11-13,4.6,9,2.4
2006-11-14,2.6,11.9,-0.6
2006-11-15,2.5,15.5,-1.4
2006-11-16,-0.2,11.2,-3.9
2006-11-17,0.9,7.6,-1.6
2006-11-18,2.6,10.4,-0.3
2006-11-19,3.8,6.8,2.1
2006-11-20,4.9,7.2,3.2
2006-11-21,5.5,9,3.5
2006-11-22,5.3,9,3.2
2006-11-23,6,16.9,2.7
2006-11-24,5.3,16.9,1.8
2006-11-25,4.1,15.8,0.5
2006-11-26,8.6,10.4,6.9
2006-11-27,6.1,16.9,2.8
2006-11-28,2.6,11.2,-0.5
2006-11-29,0,12.6,-3.9
2006-12-01,0.8,10.8,-2.6
2006-12-02,-5.5,21.2,-12.4
2006-12-03,-7.6,13.3,-13.4
2006-12-04,-5.2,10.1,-9.6
2006-12-05,0,13.3,-4.1
2006-12-06,-0.7,11.9,-4.6
2006-12-07,3.7,9.4,1.2
2006-12-08,4.2,12.2,1.2
2006-12-09,-1.1,16.6,-6.1
2006-12-10,-3.2,11.9,-7.7
2006-12-11,-1.6,7.9,-4.6
2006-12-12,1.7,8.3,-0.8
2006-12-13,3.9,12.2,0.9
2006-12-14,1.2,5,-0.2
2006-12-15,0.8,9,-2.1
2006-12-16,0.4,15.8,-4.1
2006-12-17,-3.8,9.7,-7.8
2006-12-18,-3.9,13.3,-8.8
2006-12-19,-4.2,10.8,-8.6
2006-12-20,1.8,9.7,-1.1
2006-12-21,0.2,7.6,-2.4
2006-12-22,2.4,10.1,-0.5
2006-12-23,-0.8,5,-2.5
2006-12-24,-1.6,6.5,-4.1
2006-12-25,0.5,8.3,-2.2
2006-12-26,2.6,7.2,0.6
2006-12-27,-4,19.1,-10.1
2006-12-28,-10.1,16.2,-17.2
2006-12-29,-12.3,11.5,-18.5
2006-12-30,-8.6,7.6,-12.7
2007-01-01,0.2,9,-2.8
2007-01-02,1.6,9,-1.1
2007-01-03,1.7,5.4,0.2
2007-01-04,0.8,8.6,-2
2007-01-05,1.4,8.3,-1.2
2007-01-06,-4.7,24.5,-11.9
2007-01-07,-4.9,23.8,-12
2007-01-08,-4.7,13.7,-9.9
2007-01-09,-4.7,13.3,-9.8
2007-01-10,-2.9,6.1,-5.4
2007-01-11,-3.5,9,-7.2
2007-01-12,-5.2,13,-10.4
2007-01-13,-7.4,9.7,-12.1
2007-01-14,-7.7,5.4,-10.6
2007-01-15,-4.4,7.6,-7.8
2007-01-16,-0.5,5.8,-2.5
2007-01-17,-0.4,10.1,-3.8
2007-01-18,-1,13.7,-5.4
2007-01-19,-3.2,4.7,-5.1
2007-01-20,-2.7,6.8,-5.5
2007-01-21,-2.3,6.5,-4.9
2007-01-22,-0.6,17.6,-5.6
2007-01-23,-1.6,6.5,-4.1
2007-01-24,-1.9,6.5,-4.4
2007-01-25,-1.5,8.6,-4.7
2007-01-26,0.7,14,-3.4
2007-01-27,-0.3,10.8,-3.9
2007-01-28,-3.1,7.2,-6.1
2007-01-29,-2.7,6.5,-5.3
2007-01-30,-4.8,13,-9.9
2007-02-01,-8.2,11.2,-13.5
2007-02-02,-8.4,12.2,-14
2007-02-03,-5.7,11.2,-10.5
2007-02-04,-2.2,5,-4.1
2007-02-05,1,9,-1.9
2007-02-06,5.6,7.6,3.9
2007-02-07,1.3,7.2,-1
2007-02-08,4.6,13.3,1.5
2007-02-09,4.6,18.7,0.7
2007-02-10,1.8,16.6,-2.5
2007-02-11,-1.8,11.9,-6
2007-02-12,-0.9,7.9,-3.8
2007-02-13,1.3,15.8,-3
2007-02-14,-3.1,22.7,-9.6
2007-02-15,-3.2,22,-9.6
2007-02-16,-3.1,7.9,-6.3
2007-02-17,3.6,12.2,0.5
2007-02-18,0.7,6.1,-1.3
2007-02-19,1.8,7.2,-0.4
2007-02-20,0.4,5.8,-1.5
2007-02-21,2.4,12.2,-0.9
2007-02-22,2.6,7.6,0.4
2007-02-23,-0.6,15.1,-5.2
2007-02-24,-1.6,9,-4.9
2007-02-25,4.6,10.4,2.1
2007-02-26,4,8.6,1.8
2007-02-27,4.4,8.3,2.4
2007-03-01,4.6,9.7,2.2
2007-03-02,6.6,15.8,3.6
2007-03-03,8.6,8.6,7.2
2007-03-04,5.5,32,0.5
2007-03-05,-5.3,21.6,-12.2
2007-03-06,-7.5,19.4,-14.6
2007-03-07,-6.6,11.2,-11.6
2007-03-08,-3.5,5.4,-5.8
2007-03-09,2.2,9.7,-0.6
2007-03-10,-2.4,25.6,-9.1
2007-03-11,-3.6,13.7,-8.6
2007-03-12,-0.9,8.3,-3.9
2007-03-13,1,5,-0.5
2007-03-14,1.5,7.6,-0.9
2007-03-15,5.5,7.9,3.7
2007-03-16,5.1,11.2,2.5
2007-03-17,3.5,10.4,0.8
2007-03-18,1.8,8.6,-0.8
2007-03-19,2.8,9.4,0.2
2007-03-20,1.8,13.7,-2
2007-03-21,5.4,13,2.6
2007-03-22,6,17.3,2.7
2007-03-23,6.2,10.4,4
2007-03-24,7.9,15.1,5.3
2007-03-25,4.4,13.7,1.2
2007-03-26,3.1,12.2,-0.1
2007-03-27,8.5,9,7
2007-03-28,3.1,5,1.9
2007-03-29,1.9,11.5,-1.4
2007-03-30,3.4,5,2.3
2007-04-01,6.8,12.6,4.3
2007-04-02,3.2,13,-0.1
2007-04-03,1.8,10.4,-1.3
2007-04-04,2.1,17.3,-2.2
2007-04-05,2.6,9.7,-0.1
2007-04-06,7,11.5,4.8
2007-04-07,6.6,8.3,4.9
2007-04-08,6.1,9,4.2
2007-04-09,5.8,11.2,3.4
2007-04-10,9.2,11.5,7.4
2007-04-11,6.8,8.3,5.2
2007-04-12,8.5,11.2,6.6
2007-04-13,8,25.6,4.3
2007-04-14,5.5,7.6,3.8
2007-04-15,8.1,7.6,6.9
2007-04-16,7.5,15.1,4.8
2007-04-17,5.8,7.6,4.2
2007-04-18,6.4,4.7,5.8
2007-04-19,8.8,10.1,7.2
2007-04-23,9.7,10.4,8.2
2007-04-25,9.5,11.2,7.8
2007-04-26,8.2,5.8,7.5
2007-05-01,16.6,70.9,18.4
2007-05-02,20.7,43.4,20.5
2007-05-03,19.4,57.7,20.3
2007-05-04,21.6,52.7,22.1
2007-05-05,26.1,34.8,24.8
2007-05-06,24.9,37,23.9
2007-05-07,26.1,25.7,23.8
2007-05-08,25.6,39.7,24.8
2007-05-09,22.3,30.9,20.9
2007-05-10,22.7,34.6,21.6
2007-05-11,24.8,29.2,23
2007-05-12,18.6,38,18.1
2007-05-13,22.9,28.9,21.2
2007-05-14,20.7,51.9,21.1
2007-05-15,24.8,30.6,23.2
2007-05-16,21.8,56,22.5
2007-05-17,24,33.1,22.7
2007-05-18,18.9,50.1,19.3
2007-05-19,20,55.8,20.7
2007-05-20,22.9,43.2,22.6
2007-05-21,24,20.5,21.3
2007-05-22,25.9,38.8,25
2007-05-23,25.6,30.1,23.9
2007-05-24,22.2,67.1,23.7
2007-05-25,22.7,63.4,23.9
2007-05-26,25.7,22.5,23.1
2007-05-27,30.1,30,28
2007-05-28,27.4,36.5,26.2
2007-05-29,20.5,68.4,22.1
2007-05-30,24.6,46.7,24.5
2007-05-31,27.2,34.6,25.8
2007-06-01,22.3,57.1,23.1
2007-06-02,28.4,37.4,27.3
2007-06-03,29.4,33,27.7
2007-06-04,25.8,48.1,25.8
2007-06-05,21.5,66.9,23
2007-06-06,24.9,50.1,25
2007-06-07,21.8,66.3,23.3
2007-06-08,23.9,53.6,24.4
2007-06-09,25.7,38,24.7
2007-06-10,30.5,33.7,28.8
2007-06-11,30,32.4,28.2
2007-06-12,29.5,35.6,28.1
2007-06-13,29.3,31.9,27.5
2007-06-14,28.1,37.6,27
2007-06-15,28.2,27.1,25.9
2007-06-16,32.2,16.9,27.9
2007-06-17,30.5,20.9,27.1
2007-06-18,32.8,26.1,29.9
2007-06-19,32.2,34.7,30.5
2007-06-20,28,51.8,28.2
2007-06-21,23.2,75.9,25.4
2007-06-22,31.7,41.7,30.9
2007-06-23,29.5,51.1,29.7
2007-06-24,24.3,65,25.7
2007-06-25,25.2,68.7,26.8
2007-06-26,30.4,50.3,30.5
2007-06-27,30.5,47.6,30.3
2007-06-28,27.3,75.6,29.5
2007-06-29,23.8,93.8,27.2
2007-06-30,28.5,57.7,29.3
2007-07-01,23.1,75.5,25.2
2007-07-02,22.9,80.8,25.4
2007-07-03,27.4,62.1,28.5
2007-07-04,25.4,72.1,27.3
2007-07-05,25,76.2,27.2
2007-07-06,31.1,43.7,30.5
2007-07-07,30.8,52,31
2007-07-08,30.1,55.2,30.6
2007-07-09,30.4,44.4,29.9
2007-07-10,25,61.6,26.1
2007-07-11,20.4,94.5,23.7
2007-07-12,27.9,51.4,28.1
2007-07-13,30.5,50,30.5
2007-07-14,27.9,47.7,27.8
2007-07-15,29,45.6,28.7
2007-07-16,25.3,61.6,26.4
2007-07-17,27.7,55.1,28.3
2007-07-18,30.8,50.5,30.9
2007-07-19,26.9,70.4,28.7
2007-07-20,29.6,62.7,30.8
2007-07-21,26.2,81.9,28.8
2007-07-22,29.8,50.1,29.8
2007-07-23,29.4,56.7,30
2007-07-24,26.7,75.2,28.9
2007-07-25,26.7,73.5,28.7
2007-07-26,31.2,60.2,32.2
2007-07-27,29.6,64.2,30.9
2007-07-28,26.3,80.7,28.9
2007-07-29,27.1,66.8,28.6
2007-07-30,30.4,58.8,31.3
2007-07-31,29.9,55.6,30.5
2007-08-01,30,66.1,31.5
2007-08-02,29.8,75.1,32
2007-08-03,32.2,54.2,32.6
2007-08-04,26.1,83.4,28.9
2007-08-05,27.4,71.2,29.3
2007-08-06,29.4,53.4,29.8
2007-08-07,25.3,85.5,28.2
2007-08-08,27.8,80.7,30.4
2007-08-09,29.1,75.2,31.3
2007-08-10,31,59.3,31.9
2007-08-11,33,52.8,33.3
2007-08-12,27.9,70.2,29.7
2007-08-13,30,66.4,31.5
2007-08-14,28.6,76.6,30.9
2007-08-15,29.5,69.7,31.3
2007-08-16,30.7,66,32.2
2007-08-17,32.1,52.7,32.4
2007-08-18,31.3,55.4,31.8
2007-08-19,31,57.3,31.7
2007-08-20,30.8,56.9,31.5
2007-08-21,29.3,74.1,31.4
2007-08-22,31.8,49.1,31.7
2007-08-23,32.1,45.1,31.6
2007-08-24,31.8,48.3,31.6
2007-08-25,33,53.3,33.3
2007-08-26,32.2,52.6,32.5
2007-08-27,29.9,67.2,31.5
2007-08-28,30.9,51.9,31.1
2007-08-29,26.4,61.8,27.5
2007-08-30,25.6,55.2,26.2
2007-08-31,27.1,51.6,27.4
2007-09-01,23.3,71.2,25.1
2007-09-02,22.6,73.4,24.6
2007-09-03,27.6,53.8,28
2007-09-04,25,60.2,26
2007-09-05,24.1,60,25.1
2007-09-06,19.9,71.5,21.7
2007-09-07,26.4,55,26.9
2007-09-08,26,48.4,26
2007-09-09,27.3,42.4,26.7
2007-09-10,28.2,58.5,29
2007-09-11,28,51.3,28.2
2007-09-12,28.6,54.6,29.1
2007-09-13,27.7,57.2,28.4
2007-09-14,26.8,53.9,27.3
2007-09-15,23.2,77.7,25.5
2007-09-16,24.2,63.2,25.4
2007-09-17,27.8,50.9,28
2007-09-18,21.8,82.5,24.4
2007-09-19,26.7,70.7,28.5
2007-09-20,31,56.7,31.6
2007-09-21,24,91.9,27.3
2007-09-22,21.7,77.9,24
2007-09-23,25,56.7,25.7
2007-09-24,26.8,56.8,27.5
2007-09-25,27.3,52.7,27.6
2007-09-26,26.2,55.8,26.8
2007-09-27,23.5,77.8,25.8
2007-09-28,18.4,91.3,21.5
2007-09-29,21.3,60,22.3
2007-09-30,18.6,81.8,21.1
2007-10-09,8.2,7.9,6.9
2007-10-15,9.9,8.3,8.8
2007-10-18,8.6,6.1,7.8
2007-10-19,7.6,15.1,4.9
2007-10-20,3.4,17.3,-0.6
2007-10-21,3.7,10.1,1.1
2007-10-22,10,8.3,8.9
2007-10-29,7.4,15.5,4.6
2007-10-30,7.3,6.8,6.1
2007-11-01,7.1,15.8,4.2
2007-11-02,5.4,5.8,4.2
2007-11-03,8,7.2,6.8
2007-11-04,4.1,6.8,2.4
2007-11-05,5.5,7.2,3.9
2007-11-06,4.8,6.1,3.5
2007-11-07,6.4,6.8,5.1
2007-11-08,7.5,6.8,6.4
2007-11-09,9.7,8.6,8.5
2007-11-10,7.1,12.2,4.8
2007-11-11,7.1,11.9,4.8
2007-11-12,3.9,6.8,2.2
2007-11-13,4.6,7.2,2.9
2007-11-14,8.4,6.5,7.5
2007-11-15,4.7,11.9,1.9
2007-11-16,1.6,9.4,-1.3
2007-11-17,3.4,27.4,-1.8
2007-11-18,-3,20.2,-9.1
2007-11-19,-5.2,9.4,-9.3
2007-11-20,-1.9,13.3,-6.4
2007-11-21,-0.7,11.2,-4.5
2007-11-22,-2.6,7.6,-5.7
2007-11-23,4.4,11.2,1.7
2007-11-24,4,6.1,2.5
2007-11-25,2,7.9,-0.4
2007-11-26,0.6,14,-3.5
2007-11-27,-1.1,10.8,-4.8
2007-11-28,-1.7,7.6,-4.6
2007-11-29,2.1,12.2,-1.3
2007-12-01,-0.8,8.6,-3.9
2007-12-02,0.4,12.6,-3.4
2007-12-03,-2,14.8,-6.8
2007-12-04,-5.3,14.4,-10.8
2007-12-05,-5.6,10.8,-10.2
2007-12-06,-1.8,11.2,-5.8
2007-12-07,1.7,22.3,-3.4
2007-12-08,-0.5,13,-4.6
2007-12-09,-3,9,-6.6
2007-12-10,-1.1,12.2,-5.2
2007-12-11,2.5,10.8,-0.5
2007-12-12,3.5,13,0.2
2007-12-13,-2.1,14.8,-7
2007-12-14,-2.8,14,-7.7
2007-12-15,-1.5,10.8,-5.3
2007-12-16,-2.4,9.4,-6
2007-12-17,-0.3,12.2,-4.2
2007-12-18,-1.3,9.7,-4.8
2007-12-19,-3,6.1,-5.5
2007-12-20,0.5,12.6,-3.3
2007-12-21,-0.8,7.6,-3.5
2007-12-22,1.7,10.1,-1.3
2007-12-23,-0.3,12.6,-4.3
2007-12-24,-1.6,8.6,-4.8
2007-12-25,0.3,6.5,-1.9
2007-12-26,3.7,8.6,1.4
2007-12-27,3.4,7.6,1.4
2007-12-28,3,13.7,-0.5
2007-12-29,-4.8,24.5,-12
2007-12-30,-7.4,25.2,-15.5
2008-01-01,-8.5,21.2,-16.2
2008-01-02,-6.3,11.9,-11.4
2008-01-03,-3.1,10.4,-7.1
2008-01-04,-4,8.3,-7.5
2008-01-05,-2.4,6.5,-5
2008-01-06,0.7,8.3,-2
2008-01-07,2.2,14.4,-1.6
2008-01-08,-1.8,12.6,-6.1
2008-01-09,-1.3,10.1,-4.9
2008-01-10,-3.5,7.6,-6.7
2008-01-11,-1.5,12.6,-5.8
2008-01-12,-4.6,13,-9.6
2008-01-13,-7.9,16.9,-14.6
2008-01-14,-4.7,11.5,-9.4
2008-01-15,-6.6,11.5,-11.7
2008-01-16,-9.5,17.3,-16.7
2008-01-17,-9.5,16.9,-16.6
2008-01-18,-8.6,7.9,-12.8
2008-01-19,-6.8,9.4,-11.2
2008-01-20,-1.1,10.1,-4.7
2008-01-21,-0.6,16.2,-5.4
2008-01-22,-0.3,11.9,-4.1
2008-01-23,-7.7,24.8,-15.8
2008-01-24,-10.1,16.9,-17.3
2008-01-25,-9.1,11.2,-14.6
2008-01-26,-7,6.5,-10.3
2008-01-27,-5.7,8.6,-9.7
2008-01-28,-3.1,7.6,-6.2
2008-01-29,-1.8,14,-6.4
2008-01-30,-4.8,15.1,-10.4
2008-02-01,-6.8,10.1,-11.5
2008-02-02,-4.3,7.9,-7.8
2008-02-03,-2.2,13,-6.7
2008-02-04,-4.6,15.5,-10.2
2008-02-05,-6.8,9,-11.1
2008-02-06,-5.4,15.1,-11.1
2008-02-07,-5.7,18,-12.1
2008-02-08,-7.4,10.4,-12.3
2008-02-09,-3.4,11.5,-7.8
2008-02-10,-5.2,7.6,-8.7
2008-02-11,-3.4,17.3,-9.1
2008-02-12,-9.6,16.2,-16.5
2008-02-13,-10.1,10.1,-15.4
2008-02-14,-7,9,-11.3
2008-02-15,-6,16.2,-12.1
2008-02-16,-6.6,13,-12.1
2008-02-17,-4.3,11.5,-8.9
2008-02-18,-5.8,8.6,-9.8
2008-02-19,-5,7.9,-8.6
2008-02-20,-0.4,9.7,-3.7
2008-02-21,-1.1,9.4,-4.5
2008-02-22,1.2,20.9,-3.9
2008-02-23,-4.2,24.8,-11.3
2008-02-24,-7.1,11.9,-12.4
2008-02-25,-3,9,-6.6
2008-02-26,-2.3,15.1,-7.3
2008-02-27,-2.8,11.5,-7.1
2008-02-28,-2.3,10.1,-6.1
2008-03-01,0.1,11.5,-3.6
2008-03-02,1.1,11.5,-2.4
2008-03-03,0.2,6.5,-2
2008-03-04,0.5,11.9,-3.2
2008-03-05,-1.5,9.4,-4.9
2008-03-06,2.2,13.3,-1.4
2008-03-07,0.3,9.7,-2.9
2008-03-08,0.6,5.8,-1.3
2008-03-09,3.9,13.7,0.6
2008-03-10,3.4,11.9,0.3
2008-03-11,6.9,5,6.2
2008-03-12,8,7.9,6.7
2008-03-13,7.4,14.4,4.8
2008-03-14,3.9,11.9,0.9
2008-03-15,4.8,11.9,2
2008-03-16,4.1,12.6,1.1
2008-03-17,3.1,8.6,0.7
2008-03-18,6.2,9.4,4.2
2008-03-19,8,21.2,4.7
2008-03-20,5.2,15.5,1.9
2008-03-21,7.3,11.2,5.2
2008-03-22,8,11.9,5.9
2008-03-23,5.3,11.2,2.8
2008-03-24,4.2,19.8,0.1
2008-03-25,3,13.7,-0.5
2008-03-26,4,14.8,0.5
2008-03-27,5.5,17.3,2
2008-03-28,3.2,9.4,0.7
2008-03-29,5.1,11.2,2.5
2008-03-30,5.2,8.6,3.2
2008-04-01,5.1,9,3
2008-04-02,6.2,15.5,3.2
2008-04-03,5.2,9.4,3
2008-04-04,4.2,10.8,1.5
2008-04-05,7.4,9,5.7
2008-04-06,8.7,7.6,7.6
2008-04-07,9.8,9,8.6
2008-04-08,9.5,7.2,8.6
2008-04-09,9.2,19.4,6.4
2008-04-10,9.2,15.8,6.8
2008-04-12,9.9,6.5,9.2
2008-04-13,9.9,4.7,9.7
2008-04-14,9,9.4,7.5
2008-04-15,9.6,7.6,8.6
2008-04-23,7.4,22,3.9
2008-04-24,4.9,16.2,1.4
2008-04-25,9.3,20.2,6.5
2008-04-26,7.1,21.6,3.5
2008-04-27,8.5,13,6.3
2008-04-28,5.7,8.3,3.9
2008-04-29,9.8,6.5,9.1
2008-05-01,24.5,47.7,24.5
2008-05-02,26,42.1,25.4
2008-05-03,28.2,32.5,26.5
2008-05-04,21.7,40.7,21.2
2008-05-05,21.1,29.9,19.7
2008-05-06,23.3,13.1,19.7
2008-05-07,18.6,50,19
2008-05-08,23.3,46.6,23.2
2008-05-09,23,26.2,21.1
2008-05-10,20.5,28.6,19
2008-05-11,22.3,23,20.1
2008-05-12,20.2,27.9,18.7
2008-05-13,15.6,58.2,16.6
2008-05-14,18,42.6,17.8
2008-05-15,19,41.8,18.8
2008-05-16,21.6,40.5,21.1
2008-05-17,24.1,30.3,22.5
2008-05-18,15.5,66.9,17
2008-05-19,17.8,39.2,17.4
2008-05-20,20.9,45.5,20.8
2008-05-21,20.8,46.9,20.9
2008-05-22,25.2,55.1,25.8
2008-05-23,24.6,56.1,25.3
2008-05-24,28.3,45.6,28
2008-05-25,26.5,45,26.2
2008-05-26,23.3,54.3,23.9
2008-05-27,27.2,42.6,26.6
2008-05-28,20.6,88.4,23.6
2008-05-29,28.1,45,27.7
2008-05-30,20,79.3,22.3
2008-05-31,22.4,39.3,21.8
2008-06-01,26.5,30.2,24.7
2008-06-02,22,63.9,23.3
2008-06-03,24.1,52.7,24.5
2008-06-04,19.4,61,20.5
2008-06-05,16.9,75.8,19
2008-06-06,19.9,61.8,21.1
2008-06-07,24.1,55.8,24.7
2008-06-08,25,46.8,24.9
2008-06-09,27,50.3,27.1
2008-06-10,28.1,49,28.1
2008-06-11,29.3,32,27.5
2008-06-12,28.9,45.4,28.5
2008-06-13,27.5,53.2,27.9
2008-06-14,28.7,48.1,28.6
2008-06-15,27.3,42.5,26.7
2008-06-16,28.4,29.1,26.3
2008-06-17,25.7,54.2,26.2
2008-06-18,22,91.3,25.2
2008-06-19,24.1,68,25.7
2008-06-20,29.4,51.7,29.6
2008-06-21,28.1,50.3,28.2
2008-06-22,27.1,54.3,27.6
