일자,기온(°C),습도(%rh),체감온도(°C)
2004-04-25,10,11.2,8.4
2004-04-27,6.5,17.3,3.3
2004-04-28,5.9,25.6,1.6
2004-04-29,,,
2004-05-01,19.7,44.9,19.7
2004-05-02,15.7,94.7,18.9
2004-05-03,18.6,95.5,22
2004-05-04,17.9,94.8,21.2
2004-05-05,20.5,46.2,20.5
2004-05-06,20.6,57.9,21.5
2004-05-07,22.1,61.6,23.2
2004-05-08,22.6,38.4,21.9
2004-05-09,17.6,94.9,20.9
2004-05-10,20.8,72.2,22.7
2004-05-11,25.1,51.1,25.4
2004-05-12,18.5,79.8,20.9
2004-05-13,23.5,73.5,25.5
2004-05-14,20.8,62.3,22
2004-05-15,15.8,90.4,18.8
2004-05-16,16.1,82.9,18.6
2004-05-17,20.3,55.7,21
2004-05-18,21.6,48.5,21.8
2004-05-19,18.8,65.9,20.3
2004-05-20,19.2,73.5,21.2
2004-05-21,20.5,71.1,22.3
2004-05-22,21.9,41.3,21.5
2004-05-23,23,37.8,22.2
2004-05-24,23.2,45.1,23
2004-05-25,23.4,53.4,23.9
2004-05-26,21.6,59.3,22.6
2004-05-27,25.2,56.5,25.9
2004-05-28,20.8,94.6,24.1
2004-05-29,25.1,70.7,26.9
2004-05-30,22,92.5,25.3
2004-05-31,19.7,94.8,23.1
2004-06-01,23.9,45.1,23.7
2004-06-02,24.4,26.6,22.4
2004-06-03,24.9,51.5,25.2
2004-06-04,25.3,49.2,25.4
2004-06-05,25.7,53.7,26.2
2004-06-06,27.7,37.4,26.6
2004-06-07,19.7,70.3,21.4
2004-06-08,22.6,57.4,23.4
2004-06-09,23.6,65.4,25
2004-06-10,26.2,48.6,26.2
2004-06-11,25.9,54.1,26.4
2004-06-12,26.9,39.9,26.1
2004-06-13,25.5,37.2,24.5
2004-06-14,28.3,30.9,26.4
2004-06-15,26,49.6,26.1
2004-06-16,26.1,46.5,25.9
2004-06-17,22.8,61.1,23.9
2004-06-18,21.9,93.2,25.2
2004-06-19,21.4,88,24.3
2004-06-20,28.6,60.7,29.6
2004-06-21,23.1,80.4,25.6
2004-06-22,25.5,66.6,27
2004-06-23,26.4,67.7,28
2004-06-24,22.5,88,25.5
2004-06-25,21.2,82.6,23.8
2004-06-26,22.5,96.2,26
2004-06-27,24.7,65.7,26.1
2004-06-28,25.2,71.4,27
2004-06-29,24.7,73.1,26.7
2004-06-30,26.7,56.1,27.3
2004-07-01,24.8,66.5,26.3
2004-07-02,23.1,94.1,26.5
2004-07-03,27.3,72.8,29.3
2004-07-04,23.4,84.2,26.2
2004-07-05,25.4,65,26.8
2004-07-06,26,72.9,28
2004-07-07,22.5,91.1,25.7
2004-07-08,24.7,71.4,26.6
2004-07-09,24.2,73.6,26.2
2004-07-10,25,71.8,26.9
2004-07-11,24,76.2,26.2
2004-07-12,23.3,89.8,26.4
2004-07-13,26.2,75.8,28.4
2004-07-14,26,76.3,28.2
2004-07-15,26.8,77.2,29.1
2004-07-16,26.9,75.2,29.1
2004-07-17,26.8,70.3,28.6
2004-07-18,28.4,67.8,30
2004-07-19,28.2,66.4,29.7
2004-07-20,29.1,61.4,30.2
2004-07-21,31.1,58,31.8
2004-07-22,31.6,59.1,32.5
2004-07-23,32.6,55.8,33.2
2004-07-24,28.8,67.3,30.4
2004-07-25,29.5,61.6,30.6
2004-07-26,29.2,64.9,30.6
2004-07-27,29.5,65.2,30.9
2004-07-28,31.3,58.1,32.1
2004-07-29,30.9,55.6,31.5
2004-07-30,30.7,54.7,31.2
2004-07-31,33.1,39.3,31.9
2004-08-01,29.2,55.6,29.8
2004-08-02,30.7,58,31.5
2004-08-03,29.2,66.4,30.7
2004-08-04,30.4,66.2,31.9
2004-08-05,29.5,67.5,31.1
2004-08-06,31.2,64.2,32.5
2004-08-07,32.1,51.9,32.3
2004-08-08,32.4,54.7,32.8
2004-08-09,30.8,60.8,31.8
2004-08-10,31.3,57,32
2004-08-11,32.7,53.2,33
2004-08-12,31.4,52,31.6
2004-08-13,34.1,46.1,33.7
2004-08-14,31.2,59,32.1
2004-08-15,27.2,58.7,28.1
2004-08-16,29.9,60.3,30.9
2004-08-17,31.3,65.1,32.7
2004-08-18,29.4,77.4,31.8
2004-08-19,26.1,90.9,29.4
2004-08-20,25.9,60.8,26.9
2004-08-21,26.6,61,27.6
2004-08-22,20.9,93.2,24.2
2004-08-23,23.6,73.1,25.6
2004-08-24,24.5,69.3,26.2
2004-08-25,27.1,61.7,28.2
2004-08-26,26.4,62.8,27.6
2004-08-27,29.2,40,28.3
2004-08-28,27.9,55.6,28.5
2004-08-29,30.5,56.7,31.2
2004-08-30,26.3,69.1,28
2004-08-31,30.2,41.8,29.4
2004-09-01,28.4,53.2,28.8
2004-09-02,30.1,35.2,28.6
2004-09-03,28.9,43.1,28.3
2004-09-04,28.6,44.8,28.2
2004-09-05,27,63.9,28.3
2004-09-06,22.4,92.7,25.7
2004-09-07,23.5,91.5,26.7
2004-09-08,26.3,56.1,26.9
2004-09-09,24.2,64,25.5
2004-09-10,20.8,86.8,23.7
2004-09-11,20.6,92.3,23.8
2004-09-12,26.9,70.8,28.7
2004-09-13,28.3,68.8,30
2004-09-14,27.5,54.7,28
2004-09-15,25.7,69.1,27.4
2004-09-16,27.4,72.6,29.4
2004-09-17,27.6,77.4,29.9
2004-09-18,23.2,92.1,26.5
2004-09-19,26.6,41.9,26
2004-09-20,23.6,91.8,26.9
2004-09-21,22.7,92.8,26
2004-09-22,24.7,55.9,25.3
2004-09-23,23.8,50.5,24
2004-09-24,25.9,49.8,26
2004-09-25,24.9,53.7,25.4
2004-09-26,25.6,54.8,26.2
2004-09-27,25.3,54.2,25.8
2004-09-28,23.7,58.7,24.5
2004-09-29,22.4,61.3,23.5
2004-09-30,25.6,55.6,26.2
2004-10-15,9.8,10.8,8.3
2004-11-04,10,12.2,8.3
2004-11-12,7.5,19.8,4.2
2004-11-13,7.6,25.9,3.8
2004-11-14,7.5,23.8,3.8
2004-11-15,4.9,14,1.8
2004-11-16,4.6,14.8,1.3
2004-11-17,7.4,10.4,5.4
2004-11-19,8.8,4.7,8.5
2004-11-20,8.5,11.9,6.5
2004-11-21,5.7,16.2,2.4
2004-11-22,7.7,15.5,5
2004-11-23,8.1,16.9,5.3
2004-11-26,5.9,27.4,1.4
2004-11-27,5.7,27.4,1.2
2004-11-28,5,13.3,2
2004-11-29,6.8,25.2,2.8
2004-12-01,5.5,17.6,2
2004-12-02,9.4,20.9,6.5
2004-12-03,9.7,4.7,9.5
2004-12-05,4.3,21.2,0
2004-12-06,2.7,26.3,-2.6
2004-12-07,6.1,18.4,2.6
2004-12-08,5.8,18.7,2.2
2004-12-09,6.9,8.6,5.2
2004-12-10,9.3,22.7,6.2
2004-12-11,6.3,26.6,2
2004-12-12,8.1,19.8,5
2004-12-13,5.6,19.8,1.8
2004-12-15,9.5,6.8,8.7
2004-12-16,7.5,13.3,5.1
2004-12-17,7.4,12.2,5.1
2004-12-18,6.8,11.5,4.5
2004-12-19,7,16.6,4
2004-12-20,0.9,25.9,-4.9
2004-12-21,-0.4,19.8,-5.7
2004-12-22,3.3,16.9,-0.6
2004-12-23,0.9,6.5,-1.2
2004-12-24,3.5,22,-1.1
2004-12-25,1.4,29.2,-4.6
2004-12-26,0.7,21.6,-4.6
2004-12-27,-0.7,23.8,-6.7
2004-12-28,-1.4,24.8,-7.7
2004-12-29,-1.9,25.6,-8.4
2004-12-30,-2.9,23.8,-9.5
2005-01-01,-4.3,32.4,-12.4
2005-01-02,-2.1,11.5,-6.2
2005-01-03,2.7,19.1,-1.7
2005-01-04,-2.8,23.8,-9.3
2005-01-05,-4.4,20.5,-10.9
2005-01-06,1.9,15.1,-2.1
2005-01-07,-1,29.9,-7.8
2005-01-08,-3.1,33.1,-10.9
2005-01-09,-6.6,19.4,-13.5
2005-01-10,-5.1,26.6,-12.7
2005-01-11,-2.1,22.7,-8.3
2005-01-12,-4.3,11.2,-8.8
2005-01-13,-4.4,12.6,-9.3
2005-01-14,-3.4,18.4,-9.3
2005-01-15,-0.9,16.2,-5.8
2005-01-16,-3.3,39.2,-11.7
2005-01-17,-0.5,12.2,-4.5
2005-01-18,0.9,20.9,-4.2
2005-01-19,0.4,24.1,-5.3
2005-01-20,-3.4,15.5,-8.7
2005-01-21,-5.3,17.6,-11.5
2005-01-22,0.1,22.3,-5.4
2005-01-23,3.2,19.1,-1.1
2005-01-24,3.5,25.6,-1.5
2005-01-25,2.7,18.7,-1.7
2005-01-26,2.8,23.4,-2.1
2005-01-27,3.7,11.9,0.7
2005-01-28,4,18,0.1
2005-01-29,0,16.2,-4.6
2005-01-30,-2.2,31,-9.5
2005-02-01,-7.4,31.3,-16.3
2005-02-02,-7.6,17.6,-14.4
2005-02-03,-4.3,11.9,-9
2005-02-04,-0.3,22.3,-5.9
2005-02-05,1.4,36.7,-5.3
2005-02-06,1.5,21.6,-3.6
2005-02-07,5.1,16.6,1.6
2005-02-08,6.3,19.8,2.7
2005-02-09,0.9,25.2,-4.8
2005-02-10,-2.2,15.8,-7.3
2005-02-11,-5,20.2,-11.6
2005-02-12,-4.5,24.1,-11.6
2005-02-13,-2.9,21.6,-9.2
2005-02-14,-0.9,5,-2.6
2005-02-15,5.3,16.9,1.8
2005-02-16,5.7,20.2,1.9
2005-02-17,4.8,17.6,1.1
2005-02-18,3,24.1,-2
2005-02-19,-2.1,14.4,-6.9
2005-02-20,-7.3,16.6,-13.8
2005-02-21,-5.7,15.1,-11.5
2005-02-22,-2.2,16.2,-7.4
2005-02-23,3.9,23.8,-0.8
2005-02-24,1.8,21.6,-3.2
2005-02-25,-1.9,23.8,-8.2
2005-02-26,-5.3,30.6,-13.5
2005-02-27,-3.8,19.8,-10
2005-03-01,0.2,22.3,-5.3
2005-03-02,3.3,15.1,-0.4
2005-03-03,0.7,24.5,-5
2005-03-04,-2.4,20.5,-8.3
2005-03-05,-2,13,-6.5
2005-03-06,-1.9,24.5,-8.3
2005-03-07,1.2,15.1,-3
2005-03-08,6.7,21.6,3
2005-03-09,7.1,6.1,6.1
2005-03-11,0,16.9,-4.8
2005-03-12,-4,18.4,-10
2005-03-13,-4.8,18.4,-11
2005-03-14,-0.8,23,-6.7
2005-03-15,4.7,20.2,0.7
2005-03-16,6,10.8,3.7
2005-03-17,6.4,18.7,3
2005-03-18,3.9,29.9,-1.4
2005-03-19,1.5,25.6,-4.1
2005-03-20,6.1,17.6,2.7
2005-03-21,5.5,7.2,3.9
2005-03-22,6.7,27,2.5
2005-03-23,7.5,11.2,5.4
2005-03-24,1.2,18.4,-3.5
2005-03-25,-0.7,16.6,-5.6
2005-03-26,4.9,17.6,1.2
2005-03-27,9.5,19.1,6.8
2005-03-28,9.3,14.4,7.1
2005-03-29,4.1,13.3,0.9
2005-03-30,3.6,18.4,-0.5
2005-04-01,10,8.3,8.9
2005-04-03,4.6,9.4,2.3
2005-04-04,4.7,13,1.7
2005-04-05,9.2,21.2,6.2
2005-04-10,8.2,18.7,5.2
2005-04-11,7,19.1,3.7
2005-04-12,7.4,14.8,4.7
2005-04-13,8.5,10.8,6.7
2005-04-14,9.2,11.5,7.4
2005-04-16,9.7,16.9,7.3
2005-04-22,9.5,17.3,7
2005-04-23,9.9,10.4,8.4
2005-04-24,9.5,5.4,9.1
2005-05-01,23.7,81.1,26.2
2005-05-02,21.5,37.6,20.8
2005-05-03,23.7,38.1,22.9
2005-05-04,23.2,46.3,23.1
2005-05-05,23.2,69.2,24.9
2005-05-06,18.4,82.7,20.9
2005-05-07,14,70.7,15.8
2005-05-08,17.9,64.7,19.3
2005-05-09,21.7,29.8,20.2
2005-05-10,20.5,36,19.7
2005-05-11,20.4,50.8,20.8
2005-05-12,20.3,65.6,21.7
2005-05-13,19.2,55.8,20
2005-05-14,19.9,63.4,21.2
2005-05-15,22.6,51.7,23
2005-05-16,20.2,61.5,21.3
2005-05-17,23.1,49.6,23.3
2005-05-18,22,63.3,23.3
2005-05-19,23.4,53,23.9
2005-05-20,23.7,46.2,23.6
2005-05-21,23.1,43.7,22.8
2005-05-22,23.4,43.6,23.1
2005-05-23,25.2,28.6,23.3
2005-05-24,19.6,67.8,21.1
2005-05-25,20,64.1,21.3
2005-05-26,24.7,53.3,25.1
2005-05-27,24.6,59.5,25.5
2005-05-28,24.6,41.6,24
2005-05-29,21.6,61,22.7
2005-05-30,21.4,64.4,22.7
2005-05-31,23.7,62.4,24.9
2005-06-01,21.7,72.4,23.6
2005-06-02,22.8,74.1,24.8
2005-06-03,23,66.5,24.5
2005-06-04,21.9,61.6,23
2005-06-05,21.9,59.7,22.9
2005-06-06,22.1,63.9,23.4
2005-06-07,22.7,71.8,24.5
2005-06-08,26.9,59.6,27.8
2005-06-09,26.3,62.8,27.5
2005-06-10,19.7,94.3,23
2005-06-11,23.5,70.7,25.3
2005-06-12,25.3,69.4,27
2005-06-13,23.8,68.8,25.5
2005-06-14,24.5,57.6,25.3
2005-06-15,24.4,61.4,25.5
2005-06-16,22.9,64.9,24.2
2005-06-17,23.8,68.8,25.5
2005-06-18,25.6,69,27.3
2005-06-19,24.1,69,25.8
2005-06-20,26.7,66.5,28.2
2005-06-21,26.3,65.5,27.7
2005-06-22,28.8,56.7,29.5
2005-06-23,28.4,62.6,29.6
2005-06-24,29.4,56.9,30
2005-06-25,27.4,65.5,28.8
2005-06-26,23.3,93.3,26.7
2005-06-27,23.6,90.6,26.8
2005-06-28,23.4,86.4,26.3
2005-06-29,25.3,82.7,28
2005-06-30,24.6,84.8,27.4
2005-07-01,23.1,92.1,26.4
2005-07-02,25.2,88.5,28.3
2005-07-03,23.3,91.2,26.5
2005-07-04,23.6,92,26.9
2005-07-05,23,86.5,25.9
2005-07-06,26.7,64.9,28.1
2005-07-07,25.7,66.7,27.2
2005-07-08,25,71.4,26.8
2005-07-09,23.7,84.3,26.5
2005-07-10,24,80.1,26.5
2005-07-11,19.7,90.7,22.8
2005-07-12,22.7,79.9,25.1
2005-07-13,25.3,75.6,27.4
2005-07-14,25.5,77.1,27.8
2005-07-15,25.7,84.7,28.5
2005-07-16,27.8,76.3,30.1
2005-07-17,28.6,71.2,30.5
2005-07-18,29.9,65.5,31.3
2005-07-19,30.5,64.1,31.8
2005-07-20,31.1,62.3,32.3
2005-07-21,29.2,73,31.2
2005-07-22,30,71.3,31.9
2005-07-23,29.7,63.6,30.9
2005-07-24,29.7,61.1,30.7
2005-07-25,29.6,62.6,30.8
2005-07-26,27.8,60.8,28.8
2005-07-27,29.9,70.3,31.7
2005-07-28,28.4,78.4,30.8
2005-07-29,28.7,76.1,31
2005-07-30,29.1,65.9,30.5
2005-07-31,30,73.1,32.1
2005-08-01,29.4,73,31.4
2005-08-02,26,92.2,29.4
2005-08-03,28.5,80.5,31.1
2005-08-04,31.2,61.3,32.3
2005-08-05,30.4,68.1,32.1
2005-08-06,30.9,66,32.4
2005-08-07,30.2,71.9,32.2
2005-08-08,27.6,77.6,30
2005-08-09,28.9,77.5,31.3
2005-08-10,29.8,73.5,31.9
2005-08-11,29,74.1,31.1
2005-08-12,31.3,63.6,32.6
2005-08-13,31.9,66,33.4
2005-08-14,32.7,55.6,33.2
2005-08-15,30.7,65.9,32.2
2005-08-16,31.8,68.3,33.5
2005-08-17,29.4,63.8,30.7
2005-08-18,29.9,69.9,31.7
2005-08-19,30.7,70.9,32.6
2005-08-20,23.9,82.9,26.6
2005-08-21,26.9,65.2,28.3
2005-08-22,27.2,67.3,28.7
2005-08-23,26,55.1,26.6
2005-08-24,23.6,93.6,27
2005-08-25,27.6,76.5,29.9
2005-08-26,28.1,55.9,28.7
2005-08-27,28,56.4,28.6
2005-08-28,30.2,52.3,30.5
2005-08-29,28.2,66.4,29.7
2005-08-30,26.9,67.7,28.5
2005-08-31,29.8,66.3,31.3
2005-09-01,31.2,68.5,32.9
2005-09-02,31.4,66.8,33
2005-09-03,30.4,65.9,31.8
2005-09-04,25.4,68.7,27
2005-09-05,23,71.3,24.8
2005-09-06,21.8,92.6,25.1
2005-09-07,28.8,56.8,29.5
2005-09-08,26.8,64.6,28.1
2005-09-09,26.3,66.8,27.8
2005-09-10,28.5,68.5,30.2
2005-09-11,26.4,82.8,29.1
2005-09-12,30.1,68.5,31.8
2005-09-13,28.2,77.7,30.6
2005-09-14,24.2,80,26.7
2005-09-15,24.9,56.6,25.6
2005-09-16,26.2,65,27.5
2005-09-17,28.1,69.1,29.8
2005-09-18,28.7,69.4,30.4
2005-09-19,29.1,64.6,30.4
2005-09-20,25,68,26.6
2005-09-21,22.9,70.6,24.7
2005-09-22,24,83.3,26.7
2005-09-23,24.4,68.2,26
2005-09-24,24.9,57.8,25.7
2005-09-25,24.2,52.5,24.6
2005-09-26,24.6,51.4,24.9
2005-09-27,21.7,64,23
2005-09-28,24.5,47.9,24.5
2005-09-29,24.1,52.4,24.5
2005-09-30,27.6,65.9,29
2005-10-22,8.3,15.8,5.7
2005-10-23,7.8,14,5.3
2005-10-24,9.4,11.9,7.6
2005-10-29,9.9,11.2,8.3
2005-10-30,9.7,21.6,6.8
2005-11-07,9.3,14.4,7.1
2005-11-09,8.8,7.9,7.6
2005-11-12,9.2,7.2,8.2
2005-11-14,8.5,18,5.7
2005-11-15,4.3,22.3,-0.1
2005-11-16,3.2,24.8,-1.8
2005-11-17,2.9,26.3,-2.3
2005-11-18,5.4,29.2,0.6
2005-11-19,4.5,20.2,0.4
2005-11-20,5,9.4,2.8
2005-11-21,5.3,14.4,2.2
2005-11-22,5.1,13,2.2
2005-11-23,6.5,13.7,3.8
2005-11-24,8.1,10.8,6.2
2005-11-25,7.6,11.2,5.5
2005-11-26,8.5,8.6,7.1
2005-11-27,9.5,10.1,8
2005-11-28,8.3,10.4,6.5
2005-11-29,5.6,14,2.6
2005-12-01,8.5,5.4,7.9
2005-12-02,2.3,10.8,-0.8
2005-12-03,1.5,18,-3.1
2005-12-04,-2.5,23.4,-8.9
2005-12-05,-3.1,26.3,-10.1
2005-12-06,-3.4,29.5,-10.9
2005-12-07,-1.5,15.8,-6.4
2005-12-08,-1,19.8,-6.5
2005-12-09,-2.5,12.6,-7
2005-12-10,1.6,19.1,-3.1
2005-12-11,-2.8,29.5,-10.1
2005-12-12,-3,27.4,-10.1
2005-12-13,-5,20.2,-11.6
2005-12-14,-4.8,16.9,-10.7
2005-12-15,-2.1,16.9,-7.4
2005-12-16,-2.4,10.4,-6.3
2005-12-17,-9.9,22,-18.1
2005-12-18,-10,34.9,-20.2
2005-12-19,-2.8,6.5,-5.5
2005-12-20,0.7,15.1,-3.6
2005-12-21,-5.3,27,-13
2005-12-22,-7.2,29.2,-15.8
2005-12-23,-0.8,16.6,-5.7
2005-12-24,-4,10.4,-8.2
2005-12-25,0,19.4,-5.2
2005-12-26,-3,9,-6.6
2005-12-27,-4.2,27,-11.6
2005-12-28,-2.8,22,-9.1
2005-12-29,0.9,21.2,-4.3
2005-12-30,0.4,25.6,-5.5
2006-01-01,2.9,11.9,-0.3
2006-01-02,2.6,30.2,-3.1
2006-01-03,0.5,24.1,-5.2
2006-01-04,-1.4,22.7,-7.4
2006-01-05,-5.2,31.7,-13.5
2006-01-06,-4.3,27.4,-11.8
2006-01-07,-5.9,28.4,-14
2006-01-08,-3.2,23.4,-9.8
2006-01-09,-1.3,26.6,-7.8
2006-01-10,0.8,14.4,-3.3
2006-01-11,2.4,24.5,-2.8
2006-01-12,1.3,12.6,-2.4
2006-01-13,6.6,18,3.3
2006-01-14,3.9,16.9,0.1
2006-01-15,3.9,16.6,0.1
2006-01-16,4.8,20.9,0.7
2006-01-17,2.4,16.6,-1.7
2006-01-18,4.7,18.4,0.9
2006-01-19,3.1,22,-1.6
2006-01-20,3.5,20.5,-0.9
2006-01-21,3.1,15.8,-0.7
2006-01-22,-1.3,17.6,-6.5
2006-01-23,-4.8,28.1,-12.5
2006-01-24,-2.7,24.5,-9.3
2006-01-25,0,11.5,-3.7
2006-01-26,0.9,24.8,-4.7
2006-01-27,-1,9,-4.2
2006-01-28,1.6,13,-2.1
2006-01-29,4.6,14,1.4
2006-01-30,8.4,15.8,5.8
2006-02-01,1.6,22,-3.5
2006-02-02,0.9,25.9,-4.9
2006-02-03,-6.6,24.1,-14.3
2006-02-04,-9.1,27,-17.9
2006-02-05,-5.2,25.9,-12.7
2006-02-06,-0.7,13,-4.9
2006-02-07,0.7,28.1,-5.4
2006-02-08,-3.2,30.6,-10.7
2006-02-09,-5.7,36,-14.6
2006-02-10,-3.5,13.3,-8.4
2006-02-11,0.5,13,-3.4
2006-02-12,-1.5,12.2,-5.7
2006-02-13,1.2,23.4,-4.2
2006-02-14,9.9,7.2,9.1
2006-02-15,4.4,22.3,0
2006-02-16,3.1,11.2,0.1
2006-02-17,-2.8,13.7,-7.6
2006-02-18,-3.2,15.8,-8.5
2006-02-19,0.8,21.6,-4.5
2006-02-20,3.9,9.4,1.5
2006-02-21,5.1,9.7,2.8
2006-02-22,4.4,13.7,1.2
2006-02-23,2.9,22.3,-1.9
2006-02-24,4.3,17.3,0.5
2006-02-25,4,17.6,0.1
2006-02-26,4.5,34.6,-1
2006-02-27,-0.2,22.3,-5.8
2006-03-01,0.7,24.5,-5
2006-03-02,-0.3,19.1,-5.5
2006-03-03,-2,11.9,-6.2
2006-03-04,-0.3,20.2,-5.7
2006-03-05,8.2,24.8,4.6
2006-03-06,7.9,13.7,5.5
2006-03-07,7.8,14,5.3
2006-03-08,7.9,5.8,7.1
2006-03-09,8,16.6,5.2
2006-03-10,6.7,11.5,4.4
2006-03-11,9.2,22.7,6.1
2006-03-12,-3.4,22.3,-9.9
2006-03-13,-6.1,31.7,-14.6
2006-03-14,-1.6,16.6,-6.7
2006-03-15,2,12.6,-1.5
2006-03-16,3,16.6,-1
2006-03-17,5.1,20.9,1.1
2006-03-18,8.2,16.6,5.5
2006-03-19,3.5,18.7,-0.7
2006-03-20,2.9,19.1,-1.5
2006-03-21,7.9,19.4,4.8
2006-03-22,8.4,20.2,5.3
2006-03-23,8.2,28.1,4.4
2006-03-24,5,15.1,1.7
2006-03-25,6.7,9.4,4.8
2006-03-26,7.9,9,6.3
2006-03-27,6.9,10.4,4.8
2006-03-28,1.5,17.3,-3
2006-03-29,-0.1,22,-5.7
2006-03-30,4.3,11.5,1.5
2006-04-01,8.8,18,6.1
2006-04-02,9.4,9.4,8
2006-04-03,8.4,9,6.9
2006-04-04,9.5,19.4,6.8
2006-04-05,7.7,20.9,4.4
2006-04-06,7.7,10.8,5.7
2006-04-07,7.2,7.6,5.8
2006-04-08,9.7,11.9,8
2006-04-09,9.5,19.4,6.8
2006-04-13,6.1,19.4,2.5
2006-04-14,4.5,20.5,0.4
2006-04-15,6.3,15.8,3.2
2006-04-16,7.8,16.2,5
2006-04-17,6.3,9,4.4
2006-04-19,7.9,27.7,4
2006-04-20,7.2,40.3,2.2
2006-04-21,6.9,15.5,4
2006-04-22,9.7,14.4,7.6
2006-04-23,9.9,19.1,7.3
2006-04-24,9,12.6,7
2006-04-25,8.9,10.1,7.3
2006-05-01,23.3,62.5,24.5
2006-05-02,18.8,36.7,18.2
2006-05-03,18.1,41.8,17.9
2006-05-04,21,59.6,22
2006-05-05,20.3,63.8,21.6
2006-05-06,17.1,93.5,20.3
2006-05-07,20.1,67.5,21.7
2006-05-08,21.5,51.4,21.9
2006-05-09,19.7,57.8,20.6
2006-05-10,18.7,79.9,21.1
2006-05-11,16.2,92.8,19.3
2006-05-12,19.2,29.6,18
2006-05-13,21.3,47.7,21.4
2006-05-14,20.5,52.5,21
2006-05-15,19.5,54.1,20.1
2006-05-16,21.9,54.9,22.5
2006-05-17,19.5,63.1,20.8
2006-05-18,21.1,60.9,22.2
2006-05-19,17.5,77.2,19.7
2006-05-20,23.8,60.2,24.8
2006-05-21,24.9,52.7,25.3
2006-05-22,21.7,75.3,23.8
2006-05-23,25,56.3,25.7
2006-05-24,22.5,55.2,23.1
2006-05-25,21.5,51.7,21.9
2006-05-26,18.6,72.3,20.5
2006-05-27,16.6,93.7,19.8
2006-05-28,21.7,68.7,23.3
